 Index  ---date--- --time--            pH         unit           mV         unit         Cond         unit          TDS         unit         Salt         unit          TpH         unit         Tcon         unit
     1  08-22-2022 15:26:07           E03          Nul      -1520.3           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
     2  08-22-2022 15:26:09           E03          Nul      -1520.1           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
     3  08-22-2022 15:26:11           E03          Nul      -1520.1           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
     4  08-22-2022 15:26:13           E03          Nul      -1520.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
     5  08-22-2022 15:26:15           E03          Nul      -1520.2           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
     6  08-22-2022 15:26:17           E03          Nul      -1519.4           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
     7  08-22-2022 15:26:19           E03          Nul      -1519.0           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
     8  08-22-2022 15:26:21           E03          Nul      -1519.5           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
     9  08-22-2022 15:26:23           E03          Nul      -1520.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    10  08-22-2022 15:26:25           E03          Nul      -1520.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.8           C 
    11  08-22-2022 15:26:27           E03          Nul      -1520.3           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    12  08-22-2022 15:26:29           E03          Nul      -1520.4           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    13  08-22-2022 15:26:31           E03          Nul      -1520.5           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.8           C 
    14  08-22-2022 15:26:33           E03          Nul      -1520.9           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    15  08-22-2022 15:26:35           E03          Nul      -1520.7           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.8           C 
    16  08-22-2022 15:26:37           E03          Nul      -1520.6           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.8           C 
    17  08-22-2022 15:26:39           E03          Nul      -1520.5           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    18  08-22-2022 15:26:41           E03          Nul      -1520.3           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    19  08-22-2022 15:26:43           E03          Nul      -1520.3           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    20  08-22-2022 15:26:45           E03          Nul      -1520.0           mV         1.78           uS         0.89          ppm         0.89          ppm         25.0            C         22.9           C 
    21  08-22-2022 15:26:47           E03          Nul      -1520.1           mV         1.77           uS         0.89          ppm         0.89          ppm         25.0            C         22.9           C 
    22  08-22-2022 15:26:49           E03          Nul      -1520.0           mV         1.77           uS         0.89          ppm         0.89          ppm         25.0            C         22.9           C 
    23  08-22-2022 15:26:51           E03          Nul      -1520.2           mV         1.77           uS         0.89          ppm         0.89          ppm         25.0            C         22.9           C 
    24  08-22-2022 15:26:53           E03          Nul      -1520.4           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    25  08-22-2022 15:26:55           E03          Nul      -1520.7           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    26  08-22-2022 15:26:57           E03          Nul      -1520.7           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    27  08-22-2022 15:26:59           E03          Nul      -1520.6           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    28  08-22-2022 15:27:01           E03          Nul      -1520.6           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    29  08-22-2022 15:27:03           E03          Nul      -1520.6           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    30  08-22-2022 15:27:05           E03          Nul      -1520.6           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.8           C 
    31  08-22-2022 15:27:07           E03          Nul      -1520.3           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    32  08-22-2022 15:27:09           E03          Nul      -1520.5           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    33  08-22-2022 15:27:11           E03          Nul      -1520.6           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    34  08-22-2022 15:27:13           E03          Nul      -1520.7           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    35  08-22-2022 15:27:15           E03          Nul      -1520.6           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    36  08-22-2022 15:27:17           E03          Nul      -1520.7           mV         1.77           uS         0.89          ppm         0.89          ppm         25.0            C         22.9           C 
    37  08-22-2022 15:27:19           E03          Nul      -1520.7           mV         1.77           uS         0.89          ppm         0.89          ppm         25.0            C         22.9           C 
    38  08-22-2022 15:27:21           E03          Nul      -1520.8           mV         1.77           uS         0.89          ppm         0.89          ppm         25.0            C         22.9           C 
    39  08-22-2022 15:27:23           E03          Nul      -1520.7           mV         1.77           uS         0.89          ppm         0.89          ppm         25.0            C         22.9           C 
    40  08-22-2022 15:27:25           E03          Nul      -1521.0           mV         1.77           uS         0.89          ppm         0.89          ppm         25.0            C         22.9           C 
    41  08-22-2022 15:27:27           E03          Nul      -1521.4           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    42  08-22-2022 15:27:29           E03          Nul      -1521.4           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    43  08-22-2022 15:27:31           E03          Nul      -1521.4           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    44  08-22-2022 15:27:33           E03          Nul      -1521.5           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    45  08-22-2022 15:27:35           E03          Nul      -1521.5           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    46  08-22-2022 15:27:37           E03          Nul      -1521.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    47  08-22-2022 15:27:39           E03          Nul      -1521.1           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    48  08-22-2022 15:27:41           E03          Nul      -1521.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    49  08-22-2022 15:27:43           E03          Nul      -1521.2           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    50  08-22-2022 15:27:45           E03          Nul      -1521.2           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    51  08-22-2022 15:27:47           E03          Nul      -1521.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    52  08-22-2022 15:27:49           E03          Nul      -1521.3           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    53  08-22-2022 15:27:51           E03          Nul      -1521.2           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    54  08-22-2022 15:27:53           E03          Nul      -1521.3           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    55  08-22-2022 15:27:55           E03          Nul      -1521.0           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    56  08-22-2022 15:27:57           E03          Nul      -1520.8           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    57  08-22-2022 15:27:59           E03          Nul      -1520.5           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    58  08-22-2022 15:28:01           E03          Nul      -1520.5           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    59  08-22-2022 15:28:03           E03          Nul      -1520.5           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    60  08-22-2022 15:28:05           E03          Nul      -1520.5           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    61  08-22-2022 15:28:07           E03          Nul      -1520.4           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    62  08-22-2022 15:28:09           E03          Nul      -1520.6           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    63  08-22-2022 15:28:11           E03          Nul      -1520.6           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    64  08-22-2022 15:28:13           E03          Nul      -1520.7           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    65  08-22-2022 15:28:15           E03          Nul      -1521.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    66  08-22-2022 15:28:17           E03          Nul      -1521.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    67  08-22-2022 15:28:19           E03          Nul      -1521.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    68  08-22-2022 15:28:21           E03          Nul      -1521.1           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    69  08-22-2022 15:28:23           E03          Nul      -1521.2           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    70  08-22-2022 15:28:25           E03          Nul      -1521.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    71  08-22-2022 15:28:27           E03          Nul      -1521.2           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    72  08-22-2022 15:28:29           E03          Nul      -1521.3           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    73  08-22-2022 15:28:31           E03          Nul      -1521.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    74  08-22-2022 15:28:33           E03          Nul      -1520.9           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    75  08-22-2022 15:28:35           E03          Nul      -1521.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    76  08-22-2022 15:28:37           E03          Nul      -1521.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    77  08-22-2022 15:28:39           E03          Nul      -1521.1           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    78  08-22-2022 15:28:41           E03          Nul      -1520.8           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    79  08-22-2022 15:28:43           E03          Nul      -1520.9           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    80  08-22-2022 15:28:45           E03          Nul      -1520.8           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    81  08-22-2022 15:28:47           E03          Nul      -1520.9           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    82  08-22-2022 15:28:49           E03          Nul      -1520.9           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    83  08-22-2022 15:28:51           E03          Nul      -1521.2           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    84  08-22-2022 15:28:53           E03          Nul      -1521.2           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    85  08-22-2022 15:28:55           E03          Nul      -1520.9           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    86  08-22-2022 15:28:57           E03          Nul      -1520.8           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    87  08-22-2022 15:28:59           E03          Nul      -1520.7           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    88  08-22-2022 15:29:01           E03          Nul      -1520.8           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    89  08-22-2022 15:29:03           E03          Nul      -1521.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    90  08-22-2022 15:29:05           E03          Nul      -1521.3           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    91  08-22-2022 15:29:07           E03          Nul      -1521.2           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    92  08-22-2022 15:29:09           E03          Nul      -1521.3           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    93  08-22-2022 15:29:11           E03          Nul      -1521.2           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    94  08-22-2022 15:29:13           E03          Nul      -1521.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
    95  08-22-2022 15:29:15           E03          Nul      -1521.3           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    96  08-22-2022 15:29:17           E03          Nul      -1521.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    97  08-22-2022 15:29:19           E03          Nul      -1521.1           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    98  08-22-2022 15:29:21           E03          Nul      -1521.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
    99  08-22-2022 15:29:23           E03          Nul      -1521.1           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   100  08-22-2022 15:29:25           E03          Nul      -1521.2           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   101  08-22-2022 15:29:27           E03          Nul      -1521.1           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   102  08-22-2022 15:29:29           E03          Nul      -1520.7           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   103  08-22-2022 15:29:31           E03          Nul      -1520.5           mV         1.77           uS         0.89          ppm         0.89          ppm         25.0            C         22.9           C 
   104  08-22-2022 15:29:33           E03          Nul      -1520.5           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   105  08-22-2022 15:29:35           E03          Nul      -1520.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   106  08-22-2022 15:29:37           E03          Nul      -1519.7           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   107  08-22-2022 15:29:39           E03          Nul      -1519.6           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   108  08-22-2022 15:29:41           E03          Nul      -1519.6           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   109  08-22-2022 15:29:43           E03          Nul      -1519.6           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   110  08-22-2022 15:29:45           E03          Nul      -1520.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   111  08-22-2022 15:29:47           E03          Nul      -1519.9           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   112  08-22-2022 15:29:49           E03          Nul      -1520.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   113  08-22-2022 15:29:51           E03          Nul      -1519.9           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   114  08-22-2022 15:29:53           E03          Nul      -1520.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   115  08-22-2022 15:29:55           E03          Nul      -1520.1           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   116  08-22-2022 15:29:57           E03          Nul      -1519.8           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   117  08-22-2022 15:29:59           E03          Nul      -1519.8           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   118  08-22-2022 15:30:01           E03          Nul      -1519.9           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   119  08-22-2022 15:30:03           E03          Nul      -1520.1           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   120  08-22-2022 15:30:05           E03          Nul      -1520.1           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   121  08-22-2022 15:30:07           E03          Nul      -1520.2           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   122  08-22-2022 15:30:09           E03          Nul      -1520.2           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   123  08-22-2022 15:30:11           E03          Nul      -1519.9           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   124  08-22-2022 15:30:13           E03          Nul      -1520.0           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   125  08-22-2022 15:30:15           E03          Nul      -1519.9           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   126  08-22-2022 15:30:17           E03          Nul      -1520.0           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   127  08-22-2022 15:30:19           E03          Nul      -1520.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   128  08-22-2022 15:30:21           E03          Nul      -1520.1           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   129  08-22-2022 15:30:23           E03          Nul      -1520.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   130  08-22-2022 15:30:25           E03          Nul      -1520.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   131  08-22-2022 15:30:27           E03          Nul      -1519.8           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   132  08-22-2022 15:30:29           E03          Nul      -1519.7           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   133  08-22-2022 15:30:31           E03          Nul      -1519.9           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   134  08-22-2022 15:30:33           E03          Nul      -1520.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   135  08-22-2022 15:30:35           E03          Nul      -1520.1           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   136  08-22-2022 15:30:37           E03          Nul      -1520.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   137  08-22-2022 15:30:39           E03          Nul      -1519.9           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   138  08-22-2022 15:30:41           E03          Nul      -1519.8           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   139  08-22-2022 15:30:43           E03          Nul      -1520.0           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   140  08-22-2022 15:30:45           E03          Nul      -1520.0           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   141  08-22-2022 15:30:47           E03          Nul      -1520.0           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   142  08-22-2022 15:30:49           E03          Nul      -1519.9           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   143  08-22-2022 15:30:51           E03          Nul      -1520.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   144  08-22-2022 15:30:53           E03          Nul      -1519.9           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   145  08-22-2022 15:30:55           E03          Nul      -1520.1           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   146  08-22-2022 15:30:57           E03          Nul      -1519.8           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   147  08-22-2022 15:30:59           E03          Nul      -1519.8           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   148  08-22-2022 15:31:01           E03          Nul      -1520.0           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   149  08-22-2022 15:31:03           E03          Nul      -1520.1           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   150  08-22-2022 15:31:05           E03          Nul      -1520.0           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   151  08-22-2022 15:31:07           E03          Nul      -1520.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   152  08-22-2022 15:31:09           E03          Nul      -1519.8           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   153  08-22-2022 15:31:11           E03          Nul      -1519.9           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   154  08-22-2022 15:31:13           E03          Nul      -1519.9           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   155  08-22-2022 15:31:15           E03          Nul      -1520.1           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   156  08-22-2022 15:31:17           E03          Nul      -1520.1           mV         1.73           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   157  08-22-2022 15:31:19           E03          Nul      -1519.8           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   158  08-22-2022 15:31:21           E03          Nul      -1519.9           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   159  08-22-2022 15:31:23           E03          Nul      -1519.9           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   160  08-22-2022 15:31:25           E03          Nul      -1519.8           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   161  08-22-2022 15:31:27           E03          Nul      -1519.8           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   162  08-22-2022 15:31:29           E03          Nul      -1519.8           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   163  08-22-2022 15:31:31           E03          Nul      -1520.0           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   164  08-22-2022 15:31:33           E03          Nul      -1520.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   165  08-22-2022 15:31:35           E03          Nul      -1520.2           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   166  08-22-2022 15:31:37           E03          Nul      -1520.0           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   167  08-22-2022 15:31:39           E03          Nul      -1520.2           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   168  08-22-2022 15:31:41           E03          Nul      -1520.1           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   169  08-22-2022 15:31:43           E03          Nul      -1520.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   170  08-22-2022 15:31:45           E03          Nul      -1520.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   171  08-22-2022 15:31:47           E03          Nul      -1520.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   172  08-22-2022 15:31:49           E03          Nul      -1520.1           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   173  08-22-2022 15:31:51           E03          Nul      -1520.3           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   174  08-22-2022 15:31:53           E03          Nul      -1520.3           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   175  08-22-2022 15:31:55           E03          Nul      -1520.4           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   176  08-22-2022 15:31:57           E03          Nul      -1520.3           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   177  08-22-2022 15:31:59           E03          Nul      -1520.6           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   178  08-22-2022 15:32:01           E03          Nul      -1520.5           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   179  08-22-2022 15:32:03           E03          Nul      -1520.4           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   180  08-22-2022 15:32:05           E03          Nul      -1520.2           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   181  08-22-2022 15:32:07           E03          Nul      -1520.0           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   182  08-22-2022 15:32:09           E03          Nul      -1520.0           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   183  08-22-2022 15:32:11           E03          Nul      -1520.3           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   184  08-22-2022 15:32:13           E03          Nul      -1520.4           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   185  08-22-2022 15:32:15           E03          Nul      -1520.4           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   186  08-22-2022 15:32:17           E03          Nul      -1520.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   187  08-22-2022 15:32:19           E03          Nul      -1519.9           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   188  08-22-2022 15:32:21           E03          Nul      -1519.8           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   189  08-22-2022 15:32:23           E03          Nul      -1519.8           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   190  08-22-2022 15:32:25           E03          Nul      -1519.9           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   191  08-22-2022 15:32:27           E03          Nul      -1519.9           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   192  08-22-2022 15:32:29           E03          Nul      -1519.7           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   193  08-22-2022 15:32:31           E03          Nul      -1519.9           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   194  08-22-2022 15:32:33           E03          Nul      -1520.0           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   195  08-22-2022 15:32:35           E03          Nul      -1520.1           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   196  08-22-2022 15:32:37           E03          Nul      -1520.3           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   197  08-22-2022 15:32:39           E03          Nul      -1520.3           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   198  08-22-2022 15:32:41           E03          Nul      -1520.1           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   199  08-22-2022 15:32:43           E03          Nul      -1520.2           mV         1.76           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   200  08-22-2022 15:32:45           E03          Nul      -1520.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   201  08-22-2022 15:32:47           E03          Nul      -1520.3           mV         1.74           uS         0.87          ppm         0.87          ppm         25.0            C         22.9           C 
   202  08-22-2022 15:32:49           E03          Nul      -1520.4           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   203  08-22-2022 15:32:51           E03          Nul      -1520.5           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
   204  08-22-2022 15:32:53           E03          Nul      -1520.5           mV         1.75           uS         0.88          ppm         0.88          ppm         25.0            C         22.9           C 
